"都道府県","市区町村","latitude","longitude","合計特殊出生率","財政力指数","平均所得","経常収支比率","実質公債費比率","将来負担比率","ラスパイレス指数"
"長野県","阿智村",35.443769,137.747505,1.53,0.24,2508587,80.9,-0.1,"-",95.5
"長野県","平谷村",35.323236,137.63003,1.44,0.17,2474828,78.2,0.4,"-",93.9
"長野県","根羽村",35.253077,137.58126,1.49,0.11,2248871,76.9,7.3,"-",91.7
"長野県","下條村",35.397414,137.786051,1.56,0.26,2561059,66.2,-4.2,"-",93.5
"長野県","売木村",35.271046,137.711313,1.45,0.12,2257844,87.1,11.7,"-",92.2
"長野県","天龍村",35.276227,137.85414,1.49,0.16,2381363,74.7,-0.4,"-",89.5
"長野県","泰阜村",35.377523,137.846015,1.51,0.17,2591154,69.7,7.9,"-",90
"長野県","喬木村",35.513682,137.8737,1.63,0.26,2666426,79.9,7.2,"-",94.6
"長野県","豊丘村",35.551439,137.895975,1.58,0.3,2598632,75.9,8.9,"-",98.3
"長野県","大鹿村",35.578222,138.034017,1.48,0.16,2614239,72,0.6,"-",94.4
"長野県","上松町",35.784076,137.694069,1.36,0.25,2693423,88.2,5.3,78.3,95.7
"長野県","南木曽町",35.603756,137.609016,1.45,0.25,2644559,82,6.6,26.6,96.4
"長野県","木祖村",35.936437,137.783301,1.46,0.32,2583708,87.8,5.8,"-",97.6
"長野県","王滝村",35.809395,137.550969,1.47,0.22,2641376,77.7,6.3,"-",92
"長野県","大桑村",35.682911,137.664918,1.54,0.27,2624184,82.6,10.6,31.5,99.1
"長野県","木曽町",35.842431,137.691508,1.35,0.28,2629783,86.3,5.2,"-",96.8
"長野県","麻績村",36.456089,138.045289,1.45,0.19,2656336,78.4,4.9,"-",94.4
"長野県","生坂村",36.425248,137.927383,1.53,0.15,2427699,82.5,7.3,"-",96.3
"長野県","山形村",36.168028,137.879155,1.5,0.45,3014833,81.2,7.2,"-",93.3
"長野県","朝日村",36.12355,137.866133,1.51,0.3,2653568,81.8,4.9,"-",93.2
"長野県","筑北村",36.402553,138.011938,1.5,0.16,2462090,79.8,4.8,"-",95.5
"長野県","池田町",36.421366,137.874502,1.38,0.34,2779926,89.4,12.1,"-",95.6
"長野県","松川村",36.424076,137.854498,1.42,0.38,2831388,78.7,5.5,"-",96.8
"長野県","白馬村",36.69818,137.86185,1.39,0.45,2751851,77,12.2,63.8,95.9
"長野県","小谷村",36.779067,137.908405,1.52,0.24,2474331,83.6,11.2,"-",93
"長野県","坂城町",36.46182,138.180106,1.36,0.71,2981084,88.4,9,"-",96.1
"長野県","小布施町",36.697492,138.312037,1.51,0.43,2868842,84.8,6,"-",94.9
"長野県","高山村",36.679768,138.363255,1.33,0.3,2703718,83,6.4,"-",92.6
"長野県","山ノ内町",36.744634,138.412596,1.39,0.42,2381914,81.3,8.2,64,95.4
"長野県","木島平村",36.858406,138.406829,1.42,0.21,2550405,85.3,14.4,25.6,94.5
"長野県","野沢温泉村",36.922902,138.440641,1.52,0.2,2584856,84.2,11.4,34,90.3
"長野県","信濃町",36.806404,138.207113,1.44,0.35,2579792,90.7,10.5,24.5,96.5
"長野県","小川村",36.617271,137.974724,1.5,0.14,2457303,87.7,9.7,"-",93.1
"長野県","飯綱町",36.763185,138.254809,1.4,0.27,2653834,84.6,9.4,5.3,94.5
"長野県","栄村",36.987514,138.577069,1.51,0.16,2463828,79.6,6.9,"-",95.5
"岐阜県","岐阜市",35.423298,136.760654,1.42,0.87,3493717,95.3,4.1,"-",100.9
"岐阜県","大垣市",35.359384,136.61275,1.5,0.88,3287475,90,1.3,32.5,100.5
"岐阜県","高山市",36.146124,137.252173,1.64,0.53,2842302,85.6,5.5,"-",99.7
"岐阜県","多治見市",35.3328,137.132077,1.33,0.73,3210961,87.9,-3.7,"-",97.2
"岐阜県","関市",35.495738,136.917842,1.39,0.63,3007038,85.7,1.9,"-",98.3
"岐阜県","中津川市",35.487548,137.500509,1.47,0.5,2877265,91.7,7.7,"-",98.2
"岐阜県","美濃市",35.54477,136.90754,1.42,0.56,2917586,93.8,9.3,41,99.1
"岐阜県","瑞浪市",35.361712,137.254587,1.41,0.64,2874628,82.4,3,"-",99.6
"岐阜県","羽島市",35.31991,136.703349,1.34,0.78,3183834,95.7,4.5,36.9,90.1
"岐阜県","恵那市",35.449314,137.412808,1.41,0.46,2857418,86.4,1,"-",98.2
"岐阜県","美濃加茂市",35.440242,137.015664,1.49,0.82,3042410,90.5,5.2,"-",97.4
"岐阜県","土岐市",35.3525,137.183202,1.27,0.69,2888108,93,5.6,"-",97.3
"岐阜県","各務原市",35.398869,136.848264,1.46,0.9,3278693,96.1,2,"-",100.5
"岐阜県","可児市",35.426121,137.061011,1.44,0.89,3104723,91.3,0.6,"-",97.2
"岐阜県","山県市",35.506109,136.781372,1.32,0.4,2859065,91.7,10.5,18.3,96.7
"岐阜県","瑞穂市",35.404094,136.649774,1.64,0.79,3215319,83.5,0.2,"-",97.1
"岐阜県","飛騨市",36.238124,137.186317,1.52,0.32,2677286,94,13.8,"-",93.3
"岐阜県","本巣市",35.483047,136.678766,1.33,0.58,2993525,86.8,6.7,34.2,96.7
"岐阜県","郡上市",35.748577,136.964354,1.62,0.32,2744807,84.8,12.4,83.3,93.6
"岐阜県","下呂市",35.805882,137.2441,1.56,0.34,2691460,90.3,12.3,16.7,97.1
"岐阜県","海津市",35.220492,136.636662,1.15,0.49,2876476,88.7,9.2,49.2,92.5
"岐阜県","岐南町",35.389722,136.783317,1.74,0.95,3301143,90.4,4.5,8.1,97.3
"岐阜県","笠松町",35.3672,136.763167,1.5,0.72,3245973,89.5,6,67.5,96.7
"岐阜県","養老町",35.308333,136.561555,1.16,0.63,2853469,86.6,7.4,71.2,96.4
"岐阜県","垂井町",35.370254,136.527102,1.37,0.73,2944094,80.8,2.4,64.9,97.9
"岐阜県","関ケ原町",35.365517,136.466982,1.26,0.52,2859315,90.5,11,51.7,91.4
"岐阜県","神戸町",35.417368,136.608459,1.36,0.71,2904997,82.4,3.5,66.2,94.3
"岐阜県","輪之内町",35.285108,136.637435,1.48,0.63,2877003,80.6,5.9,14.4,94.1
"岐阜県","安八町",35.335391,136.665409,1.34,0.63,2987621,80.9,11.5,86.7,94
"岐阜県","揖斐川町",35.487309,136.568653,1.29,0.47,2791793,82.2,6.4,"-",93.2
"岐阜県","大野町",35.470614,136.627552,1.34,0.63,2940937,86.4,3.1,2.5,94
"岐阜県","池田町",35.442259,136.572926,1.23,0.63,2933004,78.9,10,82.7,93.4
"岐阜県","北方町",35.436948,136.685967,1.47,0.62,3129579,86.1,11.1,14.7,95.7
"岐阜県","坂祝町",35.426662,136.985459,1.57,0.6,2854863,83.9,2.7,"-",95.4
"岐阜県","富加町",35.484883,136.979824,1.6,0.49,2999264,92,10.3,"-",98
"岐阜県","川辺町",35.486579,137.070608,1.39,0.47,2893557,78.7,9.2,"-",93.1
"岐阜県","七宗町",35.543724,137.119833,1.46,0.29,2780435,75.7,6.9,"-",95.4
"岐阜県","八百津町",35.475952,137.141502,1.34,0.42,2864185,84.6,5.6,"-",96.7
"岐阜県","白川町",35.581859,137.187824,1.42,0.29,2564078,84.8,9.3,"-",92.9
"岐阜県","東白川村",35.642561,137.323751,1.5,0.16,2559439,93.8,13.2,48.1,94.1
"岐阜県","御嵩町",35.434245,137.13079,1.39,0.65,2853483,88.3,6.3,"-",96.7
"岐阜県","白川村",36.270806,136.898478,1.55,0.36,3046363,72.1,2,"-",96.5
"静岡県","静岡市",34.97514,138.383243,1.31,0.89,3296787,94.6,6.5,48.8,102.5
"静岡県","浜松市",34.710896,137.72594,1.45,0.87,3346802,92.5,5.1,"-",100.2
"静岡県","沼津市",35.095584,138.863493,1.33,0.96,3199851,88.6,5,30.7,103.1
"静岡県","熱海市",35.096276,139.071705,1.06,0.92,3190673,89.9,3,12.5,103.5
"静岡県","三島市",35.118402,138.918513,1.33,0.93,3491748,87.4,5.3,29.2,103.2
"静岡県","富士宮市",35.222054,138.621643,1.33,0.92,2997436,90.2,2.2,7.7,102.1
"静岡県","伊東市",34.965671,139.101936,1.23,0.73,2671226,90.4,5.9,16,101.3
"静岡県","島田市",34.836364,138.175997,1.41,0.74,2974054,92.6,6.8,"-",100.4
"静岡県","富士市",35.161399,138.676273,1.41,1.01,3221096,89.8,3.2,63.3,102.2
"静岡県","磐田市",34.717904,137.851513,1.42,0.85,3070333,90.1,3.3,"-",98.1
"静岡県","焼津市",34.86692,138.323189,1.35,0.89,3000906,92.2,6.5,13.2,100.6
"静岡県","掛川市",34.768767,137.998168,1.54,0.9,3105458,88.5,8,43.6,102.2
"静岡県","藤枝市",34.867367,138.257458,1.35,0.88,3145919,88.8,7.7,5.5,102
"静岡県","御殿場市",35.308584,138.934506,1.54,1.05,3184622,84.9,9.9,44.8,101.6
"静岡県","袋井市",34.750174,137.924679,1.56,0.89,3082184,91.6,6.7,49.8,102.4
"静岡県","下田市",34.679533,138.945316,1.33,0.49,2611277,85.8,6.4,57.5,99.1
"静岡県","裾野市",35.173883,138.906729,1.52,1.01,3273258,94.4,9.9,51.4,101
"静岡県","湖西市",34.718466,137.531626,1.37,1.05,3169230,85.8,5,13.7,102.4
"静岡県","伊豆市",34.976586,138.946704,1.27,0.5,2580210,89.9,6.9,40.6,96.5
"静岡県","御前崎市",34.637987,138.128127,1.44,0.99,2880016,85.5,0,"-",97.6
"静岡県","菊川市",34.757746,138.084582,1.58,0.77,2893275,92,10.2,9.9,98.5
"静岡県","伊豆の国市",35.027735,138.928921,1.29,0.7,2954511,86.4,6.9,50.8,97.9
"静岡県","牧之原市",34.740043,138.224652,1.26,0.81,2783437,86.3,6.5,"-",96.8
"静岡県","東伊豆町",34.772835,139.041311,1.22,0.62,2489259,84.3,4.9,56.3,93.2
"静岡県","河津町",34.757033,138.987538,1.37,0.44,2560540,88.6,5.9,34.8,93.8
"静岡県","南伊豆町",34.651092,138.858527,1.45,0.31,2406779,87.4,7.5,38,96.9
"静岡県","松崎町",34.752769,138.778726,1.39,0.3,2439038,83.1,4.1,"-",96.6
"静岡県","西伊豆町",34.771676,138.775356,1.37,0.29,2417064,84.4,4.3,"-",96.1
"静岡県","函南町",35.088973,138.953366,1.43,0.83,2976117,90.7,6.2,43.8,97.5
"静岡県","清水町",35.099015,138.902717,1.35,0.98,3279607,88.4,5.4,41.7,94.2
"静岡県","長泉町",35.13767,138.897178,1.67,1.34,3867409,78.7,2.6,"-",97.9
"静岡県","小山町",35.360107,138.987298,1.33,0.9,3126849,90.2,8,"-",99.8
"静岡県","吉田町",34.77087,138.251993,1.41,0.94,2927788,86.8,11.5,59.5,97
"静岡県","川根本町",35.046833,138.081695,1.3,0.36,2505701,89,1.9,"-",94.6
"静岡県","森町",34.835627,137.927019,1.28,0.6,2801947,89.8,11.6,51.5,97.4
"愛知県","名古屋市",35.166486,136.946434,1.33,0.99,4062661,99.7,7.9,104.4,99.3
"愛知県","豊橋市",34.7692,137.391466,1.48,1,3393719,87.6,3.8,46.4,99.4
"愛知県","岡崎市",34.954379,137.174329,1.49,1.04,3709716,88.8,-0.6,"-",100.8
"愛知県","一宮市",35.30389,136.802933,1.42,0.83,3347446,91,3.5,37.1,100.7
"愛知県","瀬戸市",35.223614,137.084171,1.34,0.88,3299758,86.5,2.3,20.7,100.4
"愛知県","半田市",34.891718,136.937961,1.41,0.98,3528698,83.6,0,"-",99.3
"愛知県","春日井市",35.247611,136.972224,1.54,0.98,3506847,95.3,4.8,23.7,101.5
"愛知県","豊川市",34.826851,137.375542,1.56,0.87,3258063,92.9,-1.5,"-",103
"愛知県","津島市",35.177029,136.741214,1.21,0.77,3169231,88.8,4.1,18.2,97.1
"愛知県","碧南市",34.884804,136.993375,1.48,1.21,3531712,91.6,1.9,"-",97.4
"愛知県","刈谷市",34.989225,137.002107,1.61,1.33,3994354,81.2,-2.7,"-",99.6
"愛知県","豊田市",35.082395,137.156249,1.5,1.39,3782610,77.1,2.3,"-",99.9
"愛知県","安城市",34.958641,137.080297,1.58,1.28,3871192,79.3,0.2,"-",98.9
"愛知県","西尾市",34.861937,137.06185,1.48,0.98,3624960,86.8,1.6,"-",100
"愛知県","蒲郡市",34.8265,137.219516,1.35,0.87,3220548,89.3,-0.4,"-",101.4
"愛知県","犬山市",35.378607,136.944564,1.32,0.91,3217497,96.1,4.9,12,100.5
"愛知県","常滑市",34.8867,136.832397,1.25,0.98,3218318,87.1,12.3,121,97
"愛知県","江南市",35.332011,136.870617,1.35,0.81,3369651,90.1,3.6,13.9,99.7
"愛知県","小牧市",35.29031,136.910952,1.39,1.25,3360909,88.7,0,"-",101.3
"愛知県","稲沢市",35.248132,136.780202,1.43,0.89,3339524,88.4,2.8,3.7,100.3
"愛知県","新城市",34.899229,137.498476,1.28,0.57,2880897,92,6.6,62.6,97.9
"愛知県","東海市",35.022843,136.90253,1.62,1.29,3563281,82.7,-0.1,10.4,101.7
"愛知県","大府市",35.011657,136.963835,1.71,1.14,3995505,81.9,-1.5,"-",96.7
"愛知県","知多市",34.996533,136.864755,1.45,0.97,3361998,91.5,0.6,21.6,94.2
"愛知県","知立市",35.001272,137.050749,1.64,1,3727254,91.3,2.3,"-",99.5
"愛知県","尾張旭市",35.216513,137.035396,1.46,0.92,3612898,87.1,3.4,4.7,99.3
"愛知県","高浜市",34.927643,136.987677,1.57,1.02,3447355,89.5,-0.1,18.6,98.5
"愛知県","岩倉市",35.279503,136.871431,1.58,0.82,3332598,89,4.3,26.3,100.2
"愛知県","豊明市",35.053688,137.012997,1.5,0.9,3567080,85.9,-0.3,"-",98.8
"愛知県","日進市",35.132015,137.039412,1.68,1.05,4235336,83.9,1,"-",99.2
"愛知県","田原市",34.668806,137.264203,1.43,1.01,3130770,90.3,4.9,"-",99.9
"愛知県","愛西市",35.153141,136.7281,1.28,0.63,3151788,90.7,4.1,"-",97.8
"愛知県","清須市",35.203381,136.865521,1.78,0.88,3401626,93.8,1.5,8.9,98.5
"愛知県","北名古屋市",35.245668,136.866008,1.61,0.91,3474700,98.3,5.5,28.9,99.6
"愛知県","弥富市",35.110018,136.724739,1.5,0.98,3311059,90.2,5.4,94.8,98.8
"愛知県","みよし市",35.08941,137.074854,1.58,1.4,4283730,81.5,3,"-",96.6
"愛知県","あま市",35.170304,136.80083,1.6,0.74,3300948,90.6,6.2,40.2,96.5
"愛知県","長久手市",35.184126,137.048762,1.64,1.09,4435658,91,-1.7,"-",99.1
"愛知県","東郷町",35.096748,137.052553,1.53,0.9,3753053,89.2,2,"-",100.5
"愛知県","豊山町",35.250474,136.912006,1.49,1.18,3364402,79.4,0,"-",98.2
"愛知県","大口町",35.332436,136.90767,1.63,1.19,3671312,81.1,0.8,"-",98.2
"愛知県","扶桑町",35.35914,136.913079,1.55,0.85,3306129,90.6,0.9,"-",96.1
"愛知県","大治町",35.175078,136.820095,1.58,0.85,3235632,86.1,1.2,15.6,95.2
"愛知県","蟹江町",35.132331,136.786746,1.45,0.9,3324008,86.5,3.4,63,92.7
"愛知県","飛島村",35.078848,136.791078,1.46,2.21,3542448,67.6,-1.2,"-",98.8
"愛知県","阿久比町",34.932611,136.915554,1.53,0.82,3423942,87.2,3.8,63,98.1
"愛知県","東浦町",34.977094,136.965622,1.4,0.95,3591300,84.8,0,"-",99.7
"愛知県","南知多町",34.715167,136.92997,1.17,0.53,3002019,90.6,5.2,30,94.9
"愛知県","美浜町",34.778815,136.908237,1.16,0.7,3291667,87.2,1.7,"-",98.5
"愛知県","武豊町",34.851134,136.914803,1.49,1.01,3251371,83.6,-0.9,"-",99.5
"愛知県","幸田町",34.864442,137.165617,1.61,1.17,3536327,88.5,1.7,"-",99.9
"愛知県","設楽町",35.097219,137.571445,1.39,0.24,2738465,82.3,5.8,"-",94.6
"愛知県","東栄町",35.076939,137.697837,1.51,0.19,2530927,76.2,9.1,"-",88.3
"愛知県","豊根村",35.146738,137.7197,1.38,0.28,2691930,89.8,9.9,"-",94
"三重県","津市",34.718596,136.505698,1.41,0.71,3295727,97.5,4.9,47.1,99.9
"三重県","四日市市",34.965157,136.624485,1.47,1.21,3504712,78.1,2.5,"-",102.2
"三重県","伊勢市",34.487514,136.709336,1.43,0.6,3041091,95.1,4.1,"-",99.2
"三重県","松阪市",34.577993,136.527593,1.47,0.58,3050636,80.3,4,"-",98.4
"三重県","桑名市",35.062216,136.683803,1.41,0.84,3584850,90,8.2,57.8,100.5
"三重県","鈴鹿市",34.88188,136.584209,1.47,0.91,3326680,92.1,0.9,"-",100.5
"三重県","名張市",34.627659,136.108296,1.35,0.7,2991153,100.1,16,179.7,98.5
"三重県","尾鷲市",34.070799,136.190995,1.47,0.37,2787750,98.8,11.7,38,96.9
"三重県","亀山市",34.855755,136.451645,1.49,0.9,3126982,85.5,2,"-",100.1
"三重県","鳥羽市",34.481435,136.843362,1.37,0.44,2647619,87.9,9.3,52.5,96.1
"三重県","熊野市",33.888604,136.100237,1.5,0.26,2608900,89,4.3,"-",100.2
"三重県","いなべ市",35.115701,136.561471,1.45,0.84,3144701,88.5,8,11.4,101.5
"三重県","志摩市",34.32816,136.829691,1.32,0.39,2568148,101.7,11.2,37.7,97.7
"三重県","伊賀市",34.768595,136.12991,1.42,0.64,2895712,97.1,10.5,68.7,97.7
"三重県","木曽岬町",35.07598,136.731328,1.32,0.59,2821033,99.6,4.3,"-",97.4
"三重県","東員町",35.074257,136.583578,1.51,0.78,3233749,89.1,2.5,"-",101.1
"三重県","菰野町",35.020068,136.507344,1.48,0.81,3323088,89.1,2.6,"-",100.3
"三重県","朝日町",35.03421,136.664352,1.57,0.84,3815899,85.3,7.5,10.2,100.7
"三重県","川越町",35.023009,136.673865,1.59,1.33,3306028,68.9,1.9,"-",100.6
"三重県","多気町",34.496153,136.546146,1.4,0.54,2809476,93.5,4.5,"-",97.8
"三重県","明和町",34.54756,136.623176,1.52,0.56,2893590,85.7,9.6,111.9,95.9
"三重県","大台町",34.393387,136.407875,1.51,0.25,2702300,89.1,8.5,28.1,94.8
"三重県","玉城町",34.490278,136.630929,1.49,0.6,2882336,74.1,6.9,44.7,94.9
"三重県","度会町",34.438923,136.622466,1.41,0.36,2753179,69,3.7,"-",94.2
"三重県","大紀町",34.358045,136.415792,1.38,0.19,2555741,85.8,11.8,10,92.5
"三重県","南伊勢町",34.352095,136.703689,1.49,0.21,2723683,92.8,10.2,69.5,92.9
"三重県","紀北町",34.211533,136.337313,1.42,0.28,2581463,91.6,6.5,20.5,97.4
"三重県","御浜町",33.814478,136.048724,1.46,0.29,2669092,95.2,8,"-",99.4
"三重県","紀宝町",33.733773,136.00967,1.51,0.29,2602913,89.8,8.7,5.4,97.3
"滋賀県","大津市",35.017893,135.854607,1.43,0.82,3564908,91.5,1.7,"-",100.1
"滋賀県","彦根市",35.274461,136.259623,1.42,0.82,3182663,97.3,6.6,46.7,98.5
"滋賀県","長浜市",35.380815,136.278722,1.52,0.54,2979892,91.2,1.5,"-",97.5
"滋賀県","近江八幡市",35.128339,136.097907,1.52,0.69,3151753,91.5,1.5,"-",98.9
"滋賀県","草津市",35.013134,135.959936,1.37,0.97,3632052,94.9,6.6,"-",101.4
"滋賀県","守山市",35.05894,135.994404,1.65,0.87,3548519,92.6,4.5,0.2,102.9
"滋賀県","栗東市",35.021617,135.997996,1.92,0.99,3592197,92.6,13.3,110.3,98.4
"滋賀県","甲賀市",34.966139,136.167092,1.45,0.69,2950089,92.1,6.9,56.1,97.4
"滋賀県","野洲市",35.067454,136.02585,1.55,0.82,3373862,93.5,8.5,66.3,100.9
"滋賀県","湖南市",35.00415,136.084679,1.43,0.79,2999856,88.2,8.5,22.3,99.7
"滋賀県","高島市",35.353071,136.03583,1.45,0.38,2788916,94.2,9.5,15,97.6
"滋賀県","東近江市",35.112456,136.207765,1.51,0.62,3007311,88.7,8.8,"-",100.8
"滋賀県","米原市",35.361585,136.370192,1.45,0.55,3050186,93.8,4.8,"-",99.9
"滋賀県","日野町",35.018003,136.246043,1.48,0.73,2909213,93.3,6.5,55.7,98
"滋賀県","竜王町",35.060803,136.124535,1.42,1.15,3042400,88.2,7.7,"-",98.6
"滋賀県","愛荘町",35.16894,136.212367,1.52,0.6,2943673,91.9,4.4,15.5,97.8
"滋賀県","豊郷町",35.200343,136.229893,1.53,0.46,2706341,90.6,1.5,"-",97.7
"滋賀県","甲良町",35.204119,136.261205,1.41,0.39,2763892,97.3,10.8,10.3,97.2
"滋賀県","多賀町",35.221996,136.292049,1.63,0.69,2962002,90.8,7.4,53.2,98.3
"京都府","京都市",35.041053,135.753983,1.13,0.81,3634564,99.7,11.4,193.4,102
"京都府","福知山市",35.2967,135.126563,1.84,0.54,2916398,92.2,10.1,71.8,99.7
"京都府","舞鶴市",35.474797,135.385992,1.71,0.67,2964878,95.1,12.4,108.6,100.5
"京都府","綾部市",35.298916,135.258812,1.59,0.51,2679246,93.5,9.1,113.8,97.8
"京都府","宇治市",34.884461,135.799854,1.35,0.75,3250828,96.1,0.6,"-",101.6
"京都府","宮津市",35.535577,135.195567,1.63,0.42,2691225,97.3,17.9,210.1,96.8
"京都府","亀岡市",35.013408,135.573609,1.33,0.6,3009213,94.4,13.3,89.9,99.2
"京都府","城陽市",34.853008,135.779974,1.34,0.67,2969853,97,9.4,105.2,99.6
"京都府","向日市",34.948736,135.698288,1.51,0.73,3552719,97.2,3.3,8.4,100.6
"京都府","長岡京市",34.926771,135.695785,1.51,0.82,3642474,94.4,1.8,8.5,101.3
"京都府","八幡市",34.875555,135.707621,1.24,0.72,3147286,99,2.9,3.1,100
"京都府","京田辺市",34.814459,135.767695,1.4,0.8,3716178,93.6,0.4,"-",99.9
"京都府","京丹後市",35.624166,135.061,1.71,0.3,2565109,94.3,12.3,129.2,94.6
"京都府","南丹市",35.107374,135.47026,1.31,0.31,2731979,93.6,12.2,70.7,97.1
"京都府","木津川市",34.737162,135.820117,1.54,0.64,3464251,91.6,9,20.3,96.5
"京都府","大山崎町",34.902806,135.688476,1.9,0.8,3235795,96.6,3.7,7.3,103.5
"京都府","久御山町",34.8815,135.732607,1.42,1.14,3095168,82.3,-1.3,"-",99.8
"京都府","井手町",34.798408,135.803306,1.28,0.39,2948612,79.3,-1,"-",90.7
"京都府","宇治田原町",34.85267,135.856855,1.27,0.62,2942550,89,6.8,122.7,96
"京都府","笠置町",34.76045,135.939366,1.09,0.22,2624593,98.3,4.6,"-",92.1
"京都府","和束町",34.79571,135.90488,1.17,0.21,2685773,93,12.7,63.1,95.9
"京都府","精華町",34.760856,135.785833,1.28,0.75,3846122,97.9,12.9,82,98.9
"京都府","南山城村",34.772789,135.993537,1.12,0.24,2624490,96.6,8.4,42.6,95.1
"京都府","京丹波町",35.164362,135.423055,1.33,0.28,2502953,90,17.7,109.7,93.1
"京都府","伊根町",35.675146,135.272639,1.61,0.12,2364933,89.6,7.5,"-",96.8
"京都府","与謝野町",35.565309,135.152841,1.49,0.29,2574623,97.4,17,114.6,94.6
"大阪府","大阪市",34.701279,135.52809,1.16,0.94,3446755,94.3,2.7,5.3,96.7
"大阪府","堺市",34.573254,135.483101,1.42,0.81,3441481,100.8,5.8,5,100.3
"大阪府","岸和田市",34.460634,135.370829,1.44,0.62,3126798,98.5,7.2,11.6,97.4
"大阪府","豊中市",34.781266,135.469739,1.5,0.91,4250342,90.8,3.1,"-",100.6
"大阪府","池田市",34.821705,135.428444,1.31,0.89,3870853,94.8,3.4,"-",101.6
"大阪府","吹田市",34.759453,135.51686,1.37,0.99,4195443,95.2,-2.1,"-",100.9
"大阪府","泉大津市",34.504279,135.410464,1.43,0.74,3237694,94,8.7,29.3,97.1
"大阪府","高槻市",34.846159,135.617272,1.39,0.81,3501781,92.2,-0.4,"-",99.1
"大阪府","貝塚市",34.437584,135.358517,1.35,0.68,3165126,93.4,5.4,21.4,98.3
"大阪府","守口市",34.737695,135.563904,1.43,0.73,3136278,99.5,6.7,41,100.1
"大阪府","枚方市",34.81434,135.650658,1.36,0.8,3430776,95.7,-0.4,"-",98.6
"大阪府","茨木市",34.816338,135.568505,1.42,0.97,3687529,94.1,-2.3,"-",100.7
"大阪府","八尾市",34.626864,135.600978,1.43,0.74,3384511,100.6,4.1,3.3,99
"大阪府","泉佐野市",34.406848,135.327337,1.23,0.95,3155565,109.4,12,83,95.5
"大阪府","富田林市",34.499527,135.597128,1.26,0.65,3417026,93,-1.3,"-",100.3
"大阪府","寝屋川市",34.766093,135.6281,1.41,0.66,3127153,87.4,-0.3,"-",96.9
"大阪府","河内長野市",34.458084,135.564226,1.14,0.63,3206756,98.6,2.3,"-",99.2
"大阪府","松原市",34.577879,135.55185,1.35,0.6,3061549,100.1,5.6,44.3,100.2
"大阪府","大東市",34.712015,135.623659,1.33,0.75,3058603,99,6.2,"-",97.2
"大阪府","和泉市",34.483527,135.423557,1.37,0.75,3356923,96.2,6.7,"-",98.1
"大阪府","箕面市",34.82693,135.470463,1.35,0.95,4282304,93.3,2,4.8,96.8
"大阪府","柏原市",34.579305,135.628642,1.22,0.62,3215906,94.3,3.1,10.3,99.6
"大阪府","羽曳野市",34.558035,135.606212,1.31,0.57,3215358,97.6,4.7,5.4,99.9
"大阪府","門真市",34.739542,135.58689,1.25,0.7,2958282,102.5,4.3,35.9,97.6
"大阪府","摂津市",34.777356,135.561817,1.51,0.99,3200791,95.8,-0.7,"-",99
"大阪府","高石市",34.520717,135.442452,1.58,0.83,3462965,95.9,13.9,121,99.8
"大阪府","藤井寺市",34.574277,135.597474,1.3,0.62,3422161,98.4,1.3,71.9,96.4
"大阪府","東大阪市",34.67933,135.601012,1.29,0.77,3196413,96.3,6.3,"-",101.9
"大阪府","泉南市",34.366005,135.273339,1.45,0.73,2851498,96.9,10.1,85.2,97.2
"大阪府","四條畷市",34.739941,135.639533,1.35,0.62,3252699,95.4,5.8,"-",97.2
"大阪府","交野市",34.787944,135.679953,1.45,0.71,3509616,92.7,9.4,69.4,95.7
"大阪府","大阪狭山市",34.503795,135.555693,1.46,0.7,3592909,98.4,2.2,"-",99
"大阪府","阪南市",34.359583,135.23967,1.19,0.54,3029261,95.6,7.4,59.3,95.9
"大阪府","島本町",34.883925,135.66297,1.47,0.79,3461037,100.4,4.8,"-",99.9
"大阪府","豊能町",34.918948,135.494174,0.92,0.46,3175510,99.8,6.3,"-",98.8
"大阪府","能勢町",34.972551,135.414274,1.02,0.39,2637508,96.9,15.3,132,98.4
"大阪府","忠岡町",34.487093,135.401323,1.35,0.57,3003308,104.2,8.1,41.1,101.3
"大阪府","熊取町",34.401283,135.355785,1.41,0.6,3254333,93.2,3.5,"-",95.8
"大阪府","田尻町",34.393774,135.291174,1.52,1.51,3097732,74.6,4.9,"-",100.5
"大阪府","岬町",34.316978,135.142139,1.18,0.51,2934332,94.9,10.6,109.9,96.2
"大阪府","太子町",34.518682,135.647661,1.28,0.51,3188923,99.3,6.2,"-",97.8
"大阪府","河南町",34.491637,135.629699,1.2,0.45,3088608,91.3,5.9,15.9,102.5
"大阪府","千早赤阪村",34.464587,135.622537,1.19,0.29,2703378,90,7.5,"-",95.2
"兵庫県","神戸市",34.720228,135.265455,1.25,0.79,3673814,99,4.3,61.6,100.4
"兵庫県","姫路市",34.815149,134.685353,1.49,0.89,3396436,87.2,2.9,0.9,101.3
"兵庫県","尼崎市",34.733734,135.406376,1.47,0.84,3217502,97.4,10.9,51.4,98.2
"兵庫県","明石市",34.643107,134.997179,1.63,0.78,3336397,94.2,3.4,25.5,100.3
"兵庫県","西宮市",34.737597,135.341564,1.37,0.96,4351786,97.3,4.1,6.3,101.4
"兵庫県","洲本市",34.342426,134.89562,1.44,0.49,2837815,92.6,14.3,62.8,99.6
"兵庫県","芦屋市",34.72695,135.304162,1.3,1.02,6520842,96.9,7.4,97.7,101.2
