"都道府県","市区町村","latitude","longitude","合計特殊出生率","財政力指数","平均所得","経常収支比率","実質公債費比率","将来負担比率","ラスパイレス指数"
"秋田県","大館市",40.271405,140.564285,1.3,0.42,2572644,93.3,8.4,87.5,98
"秋田県","男鹿市",39.886818,139.847558,1.12,0.35,2404422,92.9,9.6,52.7,95.8
"秋田県","湯沢市",39.164304,140.495663,1.17,0.31,2394195,94.4,12.4,80.1,95.2
"秋田県","鹿角市",40.215778,140.788436,1.38,0.33,2403785,91.4,8.4,52.2,97.3
"秋田県","由利本荘市",39.385877,140.048791,1.28,0.34,2581525,92.1,10.6,105.3,96.6
"秋田県","潟上市",39.857288,140.013054,1.25,0.33,2481055,94.3,6.8,66,94.2
"秋田県","大仙市",39.453088,140.475448,1.28,0.34,2548550,90.9,10.6,108.3,96.9
"秋田県","北秋田市",40.226054,140.370742,1.18,0.26,2449886,95.4,10,71.5,97.2
"秋田県","にかほ市",39.203012,139.907713,1.28,0.36,2743514,89.7,8.5,72.2,93.5
"秋田県","仙北市",39.700069,140.730588,1.17,0.26,2409309,95.8,9.9,121.1,96.3
"秋田県","小坂町",40.333092,140.736081,1.26,0.29,2572041,89.3,16,82,95.4
"秋田県","上小阿仁村",40.063266,140.295767,1.25,0.13,2118510,94.5,6.1,"-",92.1
"秋田県","藤里町",40.27836,140.261704,1.21,0.13,2193779,88.5,7.6,32.7,95.2
"秋田県","三種町",40.101626,140.004748,1.18,0.26,2396150,90.2,7.3,"-",95
"秋田県","八峰町",40.318724,140.038648,1.28,0.17,2320403,93.7,9.6,"-",94.8
"秋田県","五城目町",39.943892,140.111306,1.23,0.26,2409275,92.4,10.5,85.7,94.2
"秋田県","八郎潟町",39.949382,140.073318,1.24,0.26,2470001,88.5,11.8,"-",89.7
"秋田県","井川町",39.914169,140.081294,1.23,0.23,2498744,82.4,7,"-",93.6
"秋田県","大潟村",40.017792,139.960067,1.2,0.37,3650156,91,8.6,15.8,96.3
"秋田県","美郷町",39.461905,140.581299,1.21,0.25,2365650,84.4,-0.3,"-",93
"秋田県","羽後町",39.199323,140.412923,1.24,0.26,2366262,90.6,10.3,23.1,94
"秋田県","東成瀬村",39.179183,140.64889,1.27,0.12,2170294,100.4,15.7,46.6,95.9
"山形県","山形市",38.255439,140.339602,1.32,0.78,3136510,89.3,7.6,86.4,100.8
"山形県","米沢市",37.92224,140.116781,1.32,0.59,2764625,92.5,8.2,47.7,99.3
"山形県","鶴岡市",38.727197,139.826731,1.42,0.43,2641463,91.3,5.8,50.5,100.9
"山形県","酒田市",38.914433,139.836515,1.32,0.5,2684128,93.8,10,38.3,98.9
"山形県","新庄市",38.765015,140.301608,1.43,0.53,2831845,94.1,7.2,18,99.6
"山形県","寒河江市",38.380964,140.275967,1.52,0.55,2677700,90.5,7.5,8.3,98.1
"山形県","上山市",38.149562,140.267827,1.22,0.5,2494403,93.3,6.8,66.8,98.4
"山形県","村山市",38.483344,140.380372,1.25,0.37,2607663,83.3,10,95.2,98.7
"山形県","長井市",38.107494,140.040524,1.37,0.45,2651230,85.3,11.3,232,99.3
"山形県","天童市",38.362265,140.377886,1.48,0.71,2773429,89.9,4.4,"-",100
"山形県","東根市",38.431354,140.39109,1.63,0.68,2771448,93.3,7.1,13.5,97.9
"山形県","尾花沢市",38.600622,140.405691,1.29,0.3,2590939,92.8,6.9,71.7,97.3
"山形県","南陽市",38.055141,140.148375,1.43,0.49,2832916,93.8,11.9,131.5,100
"山形県","山辺町",38.289114,140.262178,1.22,0.39,2591211,91,11.3,32.7,95.8
"山形県","中山町",38.333114,140.283034,1.29,0.38,2556899,93.6,12.2,93.8,99.2
"山形県","河北町",38.426271,140.314284,1.32,0.46,2608400,94.4,9.3,27.4,98.2
"山形県","西川町",38.426499,140.147347,1.24,0.24,2455132,93.5,10.6,"-",99.6
"山形県","朝日町",38.299248,140.145926,1.36,0.21,2398740,95.9,6,"-",100.2
"山形県","大江町",38.380648,140.207013,1.18,0.28,2493961,87.6,6.7,11.3,96.5
"山形県","大石田町",38.593863,140.37268,1.28,0.24,2614338,93.1,10.9,84,99.3
"山形県","金山町",38.883357,140.339456,1.39,0.21,2385577,96.6,10.3,41.7,98.2
"山形県","最上町",38.758387,140.519354,1.42,0.24,2564171,91.6,8.5,43.6,100.4
"山形県","舟形町",38.691444,140.319776,1.38,0.21,2469651,88.5,13.4,1.4,100.4
"山形県","真室川町",38.857859,140.252301,1.32,0.21,2421011,89,5.9,41.7,99.5
"山形県","大蔵村",38.704182,140.230374,1.33,0.16,2341985,89.5,7.5,"-",99.3
"山形県","鮭川村",38.796457,140.222052,1.47,0.19,2527172,85.8,7,"-",101
"山形県","戸沢村",38.737473,140.143804,1.31,0.17,2269777,80.8,10.6,103,98.6
"山形県","高畠町",38.002736,140.18916,1.38,0.41,2520234,94,10.7,111.1,99.8
"山形県","川西町",38.004479,140.04579,1.39,0.25,2470632,94.2,12.9,145.5,97.8
"山形県","小国町",38.061627,139.743364,1.35,0.27,2754991,87.4,12.2,76.6,97.6
"山形県","白鷹町",38.183095,140.098438,1.29,0.29,2451346,89.2,8.7,57.5,97
"山形県","飯豊町",38.045827,139.987529,1.47,0.21,2513197,90.4,10.6,123.1,99.3
"山形県","三川町",38.794487,139.849696,1.61,0.41,2588913,85.9,11.4,117.8,97
"山形県","庄内町",38.849915,139.904745,1.4,0.31,2407294,98,11.7,53.6,96.4
"山形県","遊佐町",39.014616,139.907352,1.36,0.31,2363331,87.2,9.4,69.6,97.1
"福島県","福島市",37.760834,140.474728,1.29,0.79,3110592,89.8,1.1,14.7,101.5
"福島県","会津若松市",37.494761,139.92981,1.41,0.63,2840772,90.6,5.1,37.5,100.7
"福島県","郡山市",37.400529,140.359742,1.34,0.85,3077530,87.4,3.2,"-",101.3
"福島県","いわき市",37.05042,140.887682,1.34,0.8,3116810,87.1,7.2,9.4,101
"福島県","白河市",37.126362,140.210943,1.41,0.64,2982427,86.9,10.4,53,99.4
"福島県","須賀川市",37.292893,140.356975,1.44,0.59,2792200,96.1,8.4,60.8,100.6
"福島県","喜多方市",37.651355,139.874609,1.44,0.37,2542041,95.5,7.5,50.7,101.2
"福島県","相馬市",37.796624,140.91947,1.45,0.7,3023646,98.4,11.8,39,99.5
"福島県","二本松市",37.584858,140.431129,1.33,0.46,2652605,93.1,9.3,57.2,99.1
"福島県","田村市",37.44055,140.576422,1.3,0.35,2588224,88.7,8.3,1.5,97
"福島県","南相馬市",37.642161,140.957276,1.42,0.68,2972293,93.4,9.3,"-",97
"福島県","伊達市",37.819138,140.562908,1.25,0.4,2613610,96.2,7.2,56.6,97.6
"福島県","本宮市",37.513131,140.39389,1.33,0.67,2721739,90.3,6.4,57.4,99.8
"福島県","桑折町",37.849537,140.516352,1.29,0.46,2554363,88,9.6,36.6,99
"福島県","国見町",37.837,140.549185,1.17,0.33,2568911,86.4,4.3,23,99.7
"福島県","川俣町",37.663922,140.597333,1.26,0.38,2620377,87.2,4.5,16.8,98.7
"福島県","大玉村",37.534392,140.371189,1.49,0.38,2603973,82.7,7.2,"-",97.6
"福島県","鏡石町",37.25283,140.343408,1.4,0.62,2711542,85.9,8.1,30.2,99.5
"福島県","天栄村",37.255606,140.247074,1.36,0.34,2621753,81.1,8.1,14.5,100.4
"福島県","下郷町",37.25558,139.872128,1.3,0.38,2525469,84.4,6.4,"-",98.7
"福島県","檜枝岐村",37.024146,139.388945,1.35,0.35,2487849,97.9,0.7,"-",96.2
"福島県","只見町",37.348801,139.316091,1.43,0.25,2579189,82.5,3,"-",97.1
"福島県","南会津町",37.200395,139.773199,1.36,0.23,2582260,90.3,5.4,32.5,96.6
"福島県","北塩原村",37.655715,139.937374,1.33,0.25,2349577,93.2,14.4,97.7,97.3
"福島県","西会津町",37.588798,139.647495,1.4,0.21,2337323,88.6,12.8,103.2,99.5
"福島県","磐梯町",37.562115,139.98878,1.39,0.29,2718884,87.9,11.8,"-",97.1
"福島県","猪苗代町",37.557768,140.104761,1.32,0.39,2516827,89.5,10.7,46.8,97.2
"福島県","会津坂下町",37.561481,139.821643,1.36,0.38,2593511,85.6,12.2,64.5,97.7
"福島県","湯川村",37.565299,139.886778,1.35,0.24,2663068,91,10.4,"-",100
"福島県","柳津町",37.52616,139.719542,1.38,0.19,2389752,82.3,4.7,"-",97.5
"福島県","三島町",37.470369,139.644447,1.33,0.15,2551750,87.1,4.8,"-",97.4
"福島県","金山町",37.453851,139.524298,1.34,0.24,2437253,81.4,4.4,"-",98.4
"福島県","昭和村",37.335416,139.61066,1.35,0.1,2330133,95.9,5.9,"-",92.7
"福島県","会津美里町",37.459854,139.841178,1.38,0.28,2474091,89.1,5.2,"-",97.7
"福島県","西郷村",37.141696,140.155364,1.37,0.94,2822454,85.3,4.1,"-",100.7
"福島県","泉崎村",37.157052,140.295252,1.39,0.6,2622779,88.9,7.7,"-",96.2
"福島県","中島村",37.148757,140.350204,1.35,0.33,2670713,87.1,9.2,"-",97
"福島県","矢吹町",37.201278,140.338608,1.41,0.61,2665183,83.2,11.5,89.5,99.4
"福島県","棚倉町",37.029905,140.379648,1.37,0.55,2775570,82.1,13.1,"-",98.9
"福島県","矢祭町",36.871403,140.424783,1.37,0.4,2661324,79,2.6,"-",98.1
"福島県","塙町",36.957437,140.409573,1.38,0.29,2750134,90.2,8.9,21.8,97
"福島県","鮫川村",37.042327,140.509669,1.36,0.18,2537366,82,6.6,"-",98.7
"福島県","石川町",37.14433,140.452351,1.3,0.43,2553907,86.9,4.6,26.8,100.5
"福島県","玉川村",37.210706,140.409038,1.36,0.4,2511106,87.6,10.8,36.8,98.8
"福島県","平田村",37.221786,140.575876,1.29,0.27,2529947,84.1,11.5,77.7,99
"福島県","浅川町",37.080995,140.412809,1.38,0.36,2626033,83.6,5.4,10.5,100
"福島県","古殿町",37.089093,140.555649,1.31,0.23,2578684,87.7,7.8,"-",98.9
"福島県","三春町",37.441048,140.492569,1.27,0.46,2593247,85.8,8.1,17.5,95.9
"福島県","小野町",37.286823,140.626277,1.31,0.36,2580129,86.7,5.6,"-",97.4
"福島県","広野町",37.214559,140.994458,1.38,1.18,3119684,80.9,6.1,"-",98.8
"福島県","楢葉町",37.2825,140.993611,0,0.86,3223760,81.5,0.5,"-",97.1
"福島県","富岡町",37.333056,141.016944,0,0.84,3508550,99.5,2.3,"-",98
"福島県","川内村",37.337691,140.809345,0,0.29,5533609,85.8,8.4,"-",94.9
"福島県","大熊町",37.404444,140.983611,0,1.56,3880594,67.8,-2.4,"-",94.4
"福島県","双葉町",37.449167,141.0125,0,0.71,3306181,75.3,5.6,"-",89.5
"福島県","浪江町",37.483333,141,0,0.38,3097235,90.2,5.5,"-",92.1
"福島県","葛尾村",37.503611,140.764444,0,0.2,2640064,85.5,5,"-",88.4
"福島県","新地町",37.876357,140.919599,1.41,0.87,2735680,97,9.7,"-",94
"福島県","飯舘村",37.67919,140.735247,0,0.3,2820928,75,6.1,"-",100.5
"茨城県","水戸市",36.366503,140.470996,1.42,0.86,3441703,95.4,9.4,129.4,100.1
"茨城県","日立市",36.599154,140.651469,1.3,0.84,3251044,94.7,-0.6,"-",98.9
"茨城県","土浦市",36.078297,140.204333,1.28,0.88,3218316,90.4,4.1,31,94.7
"茨城県","古河市",36.184645,139.702525,1.3,0.76,2980324,90.3,7.4,58.1,95.9
"茨城県","石岡市",36.190048,140.287556,1.3,0.62,2898763,91.9,7.8,33.3,96.6
"茨城県","結城市",36.305417,139.876641,1.24,0.74,2878954,92.2,7.2,54.6,97.5
"茨城県","龍ケ崎市",35.911594,140.182264,1.14,0.77,3114562,93.2,5.6,"-",97.5
"茨城県","下妻市",36.184514,139.967374,1.33,0.69,2793440,92,7.7,66.4,96.4
"茨城県","常総市",36.023494,139.993617,1.22,0.74,2843388,90.5,10.1,74.3,98.4
"茨城県","常陸太田市",36.538275,140.53095,1.18,0.41,2825549,92.9,2,"-",97.4
"茨城県","高萩市",36.719147,140.716688,1.26,0.61,2746004,94.8,8.9,45.5,98.3
"茨城県","北茨城市",36.801911,140.750979,1.29,0.7,2822730,96.6,10.6,111.9,97.5
"茨城県","笠間市",36.3453,140.304354,1.29,0.61,2794631,90.7,7.3,"-",96.2
"茨城県","取手市",35.911442,140.050468,1.25,0.67,3149444,96.5,6.5,30,97.8
"茨城県","牛久市",35.979375,140.149524,1.26,0.87,3433543,93.3,2.5,"-",94.3
"茨城県","つくば市",36.083486,140.076642,1.49,1.06,4061104,92.3,5.1,49.3,97.8
"茨城県","ひたちなか市",36.396615,140.534676,1.43,0.97,3330544,96.9,9.7,94.4,98.7
"茨城県","鹿嶋市",35.965756,140.644813,1.49,0.99,3178153,88.8,6.4,56.2,98.8
"茨城県","潮来市",35.947123,140.555372,1.18,0.5,2892715,86.2,9.7,66.2,98.1
"茨城県","守谷市",35.951421,139.975391,1.44,1,3897998,91.2,4,"-",96.9
"茨城県","常陸大宮市",36.542577,140.41089,1.21,0.43,2663330,91.4,8.9,24.9,98.6
"茨城県","那珂市",36.457469,140.486854,1.33,0.65,2893738,90.4,3.8,0.9,99.2
"茨城県","筑西市",36.307053,139.983123,1.35,0.69,2840677,91.8,8.4,64.5,98.5
"茨城県","坂東市",36.048738,139.88832,1.3,0.66,2750819,89.9,6.8,92.5,98.6
"茨城県","稲敷市",35.956492,140.323908,1.1,0.5,2722267,89.4,8.9,15.9,97.4
"茨城県","かすみがうら市",36.094529,140.330691,1.26,0.61,2947006,89.2,9.3,45.6,97.4
"茨城県","桜川市",36.32725,140.090433,1.1,0.49,2725801,86.8,7.7,62.7,95.5
"茨城県","神栖市",35.889966,140.664513,1.54,1.41,3304648,86.9,5.5,20.4,97.7
"茨城県","行方市",35.990416,140.489025,1.27,0.44,2854036,89.6,7.9,68.3,97.8
"茨城県","鉾田市",36.15864,140.516461,1.32,0.47,2715244,91,8.7,"-",98.6
"茨城県","つくばみらい市",35.963024,140.03702,1.53,0.81,3339822,90.3,7.1,38.4,97.8
"茨城県","小美玉市",36.239345,140.352576,1.4,0.62,2790624,86.2,7.3,60.5,98.6
"茨城県","茨城町",36.286921,140.424514,1.27,0.59,2733137,83.4,7.2,51.9,97.4
"茨城県","大洗町",36.313443,140.574974,1.2,0.71,2758466,94.7,6.5,96.6,96.9
"茨城県","城里町",36.479363,140.376166,1.12,0.38,2599720,88.8,9.5,59.5,97.3
"茨城県","東海村",36.47288,140.566299,1.44,1.38,3520508,93,4.1,"-",101.2
"茨城県","大子町",36.768096,140.355266,1.24,0.33,2419502,89.8,3.4,20.9,99
"茨城県","美浦村",36.004562,140.301914,1.39,0.69,3101549,90.7,6.1,92.2,99.1
"茨城県","阿見町",36.030795,140.214786,1.29,0.93,3094185,89.4,3.9,"-",98.1
"茨城県","河内町",35.884794,140.244465,1.18,0.37,2671223,81.2,6,"-",94.3
"茨城県","八千代町",36.181635,139.891129,1.36,0.65,2824531,88.5,7,61.2,99.6
"茨城県","五霞町",36.114113,139.745832,1.09,0.86,2837358,93.7,9.5,49.7,97.3
"茨城県","境町",36.108426,139.794961,1.35,0.7,2833182,91.3,14.6,88.8,96.3
"茨城県","利根町",35.857747,140.139148,1.03,0.43,2695807,88.5,1.8,"-",97.2
"栃木県","宇都宮市",36.555112,139.882807,1.42,0.99,3502245,91.8,4.4,9.9,101.9
"栃木県","足利市",36.340151,139.449698,1.22,0.77,2959495,92.7,6.6,"-",99.4
"栃木県","栃木市",36.38238,139.734081,1.28,0.74,2945416,93.3,8.9,45,99.4
"栃木県","佐野市",36.308578,139.593118,1.32,0.74,2947825,89.5,2,"-",98.4
"栃木県","鹿沼市",36.567111,139.745013,1.34,0.72,2903382,88.7,2.3,"-",99.3
"栃木県","日光市",36.719903,139.698216,1.23,0.59,2690792,98,7.3,65.9,97.9
"栃木県","小山市",36.314671,139.800131,1.4,0.98,3240959,90.4,5.7,81.2,99
"栃木県","真岡市",36.440419,140.013442,1.42,0.85,2919137,88.7,4.6,"-",100.4
"栃木県","大田原市",36.871484,140.017419,1.25,0.65,2926911,96.4,6.4,64.9,99.3
"栃木県","矢板市",36.806686,139.924054,1.2,0.68,2807103,89.4,9.1,52,99.4
"栃木県","那須塩原市",36.961698,140.046066,1.34,0.82,2986771,94,3.6,"-",99.7
"栃木県","さくら市",36.685301,139.966452,1.51,0.75,3084459,93.9,7.4,"-",97.6
"栃木県","那須烏山市",36.656893,140.151426,1.23,0.46,2706722,88.2,6.4,"-",98.4
"栃木県","下野市",36.387195,139.841967,1.34,0.74,3715747,85.1,1.6,"-",98.8
"栃木県","上三川町",36.439296,139.909884,1.42,1.08,3166492,88.9,5.2,"-",97.7
"栃木県","益子町",36.467353,140.093378,1.15,0.57,2721873,87.6,6.5,38.9,96.5
"栃木県","茂木町",36.53212,140.187565,1.22,0.4,2577258,90.9,8.7,20.1,96.9
"栃木県","市貝町",36.543308,140.102046,1.28,0.81,2902027,88.1,5.6,11.1,99.1
"栃木県","芳賀町",36.548323,140.058196,1.43,1.05,3004972,78,1.8,"-",100.9
"栃木県","壬生町",36.427058,139.803932,1.18,0.82,3118337,87.8,5.8,"-",98.9
"栃木県","野木町",36.233251,139.74075,1.27,0.84,2979937,92.4,7.2,33.7,97
"栃木県","塩谷町",36.777613,139.85057,1.16,0.47,2617365,80.8,3.9,"-",97
"栃木県","高根沢町",36.630973,139.986684,1.45,0.79,3298051,79.6,1.1,"-",97.6
"栃木県","那須町",37.019731,140.121017,1.24,0.76,2646890,90.5,6.9,41.3,96.7
"栃木県","那珂川町",36.761661,140.130072,1.18,0.42,2563338,85.5,8.1,"-",95.8
"群馬県","前橋市",36.389482,139.063428,1.41,0.82,3296829,97.1,7.9,66,99.3
"群馬県","高崎市",36.321909,139.003294,1.4,0.85,3392914,95.5,4.9,40.2,99.8
"群馬県","桐生市",36.405491,139.330688,1.15,0.58,2903754,95.7,4.5,"-",99.7
"群馬県","伊勢崎市",36.311364,139.19677,1.47,0.86,3039698,95.5,5.1,33,98.8
"群馬県","太田市",36.291122,139.375471,1.53,0.99,3218144,92.8,5.4,45.1,100
"群馬県","沼田市",36.646077,139.044161,1.29,0.52,2826940,97.6,7.6,79.8,98.7
"群馬県","館林市",36.244849,139.541968,1.22,0.86,3110307,96.9,5.2,94.6,95.5
"群馬県","渋川市",36.489471,139.000448,1.25,0.59,2856852,95.4,5.1,28.4,99.3
"群馬県","藤岡市",36.258477,139.074439,1.22,0.67,2800904,93.3,8.5,5.1,100.1
"群馬県","富岡市",36.259896,138.889932,1.24,0.65,2959696,91.1,7.8,"-",99.5
"群馬県","安中市",36.326368,138.887324,1.24,0.79,2964998,91.8,8.4,"-",97.9
"群馬県","みどり市",36.394838,139.281135,1.42,0.64,2895335,96.8,3.7,"-",95.6
"群馬県","榛東村",36.438642,138.967118,1.45,0.56,2877550,92.8,9.3,"-",96.1
"群馬県","吉岡町",36.447501,139.009766,1.65,0.71,3018140,89.4,7.9,"-",98.2
"群馬県","上野村",36.083143,138.777376,1.37,0.96,2213893,74.3,7.6,"-",89.3
"群馬県","神流町",36.116056,138.916955,1.34,0.13,2316271,99,6.2,"-",91.9
"群馬県","下仁田町",36.21239,138.789094,1.21,0.28,2539761,89.8,8.6,26.2,97.9
"群馬県","南牧村",36.158548,138.711406,1.34,0.15,2209539,84.5,2,"-",94.1
"群馬県","甘楽町",36.242954,138.921682,1.29,0.49,2656821,85.5,7.1,21.4,96.6
"群馬県","中之条町",36.589893,138.840986,1.36,0.38,2679978,89.1,10,"-",97.3
"群馬県","長野原町",36.552446,138.637477,1.37,0.44,2868201,91.4,10.1,"-",99.7
"群馬県","嬬恋村",36.516874,138.530182,1.5,0.45,2902401,88.6,9.3,"-",98.4
"群馬県","草津町",36.620778,138.596053,1.31,0.69,2437341,93.6,4.4,"-",95.1
"群馬県","高山村",36.620887,138.943449,1.46,0.36,2504001,87.3,6,"-",96.9
"群馬県","東吾妻町",36.571347,138.825472,1.2,0.4,2598266,89,11.4,44.4,98.9
"群馬県","片品村",36.772469,139.225243,1.43,0.25,2801655,82.9,4.7,"-",95.6
"群馬県","川場村",36.694669,139.106534,1.37,0.25,2538490,77.3,9.2,14.5,96.4
"群馬県","昭和村",36.639753,139.065865,1.46,0.47,2931821,83.5,5.8,"-",97
"群馬県","みなかみ町",36.6787,138.999064,1.34,0.42,2492183,95.1,11.5,"-",97.9
"群馬県","玉村町",36.304433,139.114913,1.33,0.77,2883955,90.9,4.3,"-",98.4
"群馬県","板倉町",36.222952,139.610271,1.1,0.64,2910536,90.8,5.5,"-",96.2
"群馬県","明和町",36.2113,139.534244,1.28,0.83,2878713,99.5,7.6,57.9,99.5
"群馬県","千代田町",36.217754,139.442435,1.32,0.8,2829875,93.2,5.3,"-",96.9
"群馬県","大泉町",36.247902,139.40487,1.47,1.06,2791783,100,3.9,"-",98.2
"群馬県","邑楽町",36.252394,139.462286,1.31,0.78,2868977,94.3,6.5,"-",98.2
"埼玉県","さいたま市",35.925302,139.579472,1.29,0.98,3956730,97.3,5.8,28.2,102.1
"埼玉県","川越市",35.925101,139.485793,1.3,0.97,3385651,96.9,5.8,69.7,102
"埼玉県","熊谷市",36.14731,139.388645,1.25,0.89,3244969,88.9,0,"-",102
"埼玉県","川口市",35.807738,139.724171,1.28,0.96,3497885,97.1,5,11.4,102.1
"埼玉県","行田市",36.138949,139.455643,1.13,0.71,2976138,93.8,3.7,9.2,99.1
"埼玉県","秩父市",35.992055,139.084817,1.29,0.58,2835080,87.8,4.4,19.9,99.9
"埼玉県","所沢市",35.799672,139.46861,1.23,0.97,3515269,95,3.1,6.9,101.4
"埼玉県","飯能市",35.855731,139.327734,1.17,0.77,3162847,92.9,3.6,34.4,98.5
"埼玉県","加須市",36.131438,139.601719,1.16,0.75,2975082,91.8,4.4,"-",98.8
"埼玉県","本庄市",36.243568,139.190393,1.29,0.76,3012106,94.1,3.7,"-",99.5
"埼玉県","東松山市",36.042126,139.399959,1.26,0.88,3138171,94.1,2.8,24.2,98.9
"埼玉県","春日部市",35.975198,139.752301,1.22,0.76,3127602,93.8,3.1,11.2,99.4
"埼玉県","狭山市",35.852942,139.412213,1.25,0.91,3169306,93.4,4.9,"-",100.9
"埼玉県","羽生市",36.172626,139.548465,1.21,0.81,3014431,91.7,9.4,73.1,98.1
"埼玉県","鴻巣市",36.065758,139.522169,1.19,0.71,3222022,93.6,4.3,8.9,100.8
"埼玉県","深谷市",36.197444,139.281464,1.31,0.77,3056963,85.6,-1.5,"-",100.3
"埼玉県","上尾市",35.977381,139.593206,1.31,0.91,3357921,95.2,5,10.9,101.6
"埼玉県","草加市",35.825355,139.805402,1.21,0.93,3391830,97.4,3.9,12.6,100.3
"埼玉県","越谷市",35.891084,139.790938,1.31,0.93,3443534,89.9,7.6,20,102.9
"埼玉県","蕨市",35.825634,139.679708,1.09,0.88,3385825,85.1,2.3,"-",101.6
"埼玉県","戸田市",35.817616,139.677892,1.32,1.25,3701641,91.2,7.1,32,100.9
"埼玉県","入間市",35.835766,139.391058,1.17,0.93,3196127,97,2.3,10.2,102.4
"埼玉県","朝霞市",35.797252,139.593916,1.41,0.99,3756665,96.4,4.7,23.1,101.6
"埼玉県","志木市",35.83675,139.580319,1.38,0.86,3725666,93.8,1,"-",99.3
"埼玉県","和光市",35.781208,139.605793,1.27,1.07,3825052,90.4,3.2,28.7,99.5
"埼玉県","新座市",35.793511,139.565369,1.24,0.92,3443057,96.1,5.4,50.9,100.7
"埼玉県","桶川市",36.005779,139.542531,1.2,0.81,3267973,93.8,5.5,43,100.7
"埼玉県","久喜市",36.061995,139.666838,1.18,0.86,3198118,89.5,5.7,5.5,97.3
"埼玉県","北本市",36.026768,139.530211,1.2,0.8,3207315,91.2,7.4,18.9,100.6
"埼玉県","八潮市",35.822536,139.839175,1.34,1.03,3323643,86.9,5,26.8,101.2
"埼玉県","富士見市",35.856759,139.549074,1.22,0.84,3420944,91.1,2.3,"-",99
"埼玉県","三郷市",35.830149,139.872275,1.35,0.96,3383824,93.2,8.7,72,98.5
"埼玉県","蓮田市",35.994307,139.662106,1.23,0.77,3290613,88.8,5.2,9.6,98.2
"埼玉県","坂戸市",35.95717,139.402905,1.19,0.83,3170740,92.2,6.1,24.6,100.6
"埼玉県","幸手市",36.078072,139.725861,1.04,0.74,2926525,92.3,3,33.4,99.4
"埼玉県","鶴ヶ島市",35.934515,139.393098,1.23,0.87,3258555,93.3,6.8,"-",98.5
"埼玉県","日高市",35.907796,139.339026,1.17,0.88,3048767,94.1,2.9,"-",99.3
"埼玉県","吉川市",35.891152,139.841375,1.39,0.86,3336788,96,7.5,24.7,100.1
"埼玉県","ふじみ野市",35.879538,139.519764,1.26,0.81,3492906,95.8,2,"-",97.8
"埼玉県","白岡市",36.019026,139.676925,1.38,0.86,3451242,90.5,6.5,"-",97.7
"埼玉県","伊奈町",36.000112,139.624185,1.31,0.87,3286576,91.1,6.6,13.9,99.5
"埼玉県","三芳町",35.828367,139.526432,1.22,1.09,3577369,91.4,10.9,100.2,98.9
"埼玉県","毛呂山町",35.941501,139.316067,0.83,0.63,2866910,95.5,8.4,39.4,97.3
"埼玉県","越生町",35.964478,139.294199,1.11,0.53,2859879,92.8,4.1,20.4,95.9
"埼玉県","滑川町",36.065987,139.360917,1.52,0.91,3225855,86.2,10.4,38.3,99.4
"埼玉県","嵐山町",36.056655,139.320542,1.07,0.79,2857141,86.9,9.2,65.1,97.4
"埼玉県","小川町",36.056697,139.261845,1,0.67,2808737,89.2,6.9,40.6,101.2
"埼玉県","川島町",35.982014,139.481518,1.09,0.79,2895102,81.9,4.6,29.6,99.3
"埼玉県","吉見町",36.039853,139.453728,1.01,0.7,2837619,88.5,5.9,8.3,99.1
"埼玉県","鳩山町",35.981466,139.334101,1.07,0.59,2850792,90.7,10.6,119.2,95.9
"埼玉県","ときがわ町",36.00862,139.296844,1.12,0.43,2706449,87.5,4.4,25.6,99.7
"埼玉県","横瀬町",35.987284,139.100046,1.35,0.54,2826100,84.2,7.1,27.3,95.4
"埼玉県","皆野町",36.07084,139.098754,1.25,0.43,2654218,85.1,7.1,"-",92.8
"埼玉県","長瀞町",36.114803,139.109717,1.15,0.41,2841551,84.3,12.7,62.5,92.6
"埼玉県","小鹿野町",36.017129,139.008574,1.05,0.33,2551277,85.6,8.3,43.5,93.4
"埼玉県","東秩父村",36.058153,139.194607,1.19,0.21,2420715,86.5,1.7,"-",96
"埼玉県","美里町",36.177104,139.18141,1.23,0.67,2775187,80.6,6.8,23.1,97.6
"埼玉県","神川町",36.213876,139.101776,1.11,0.51,2619083,87.9,6.8,"-",99.6
"埼玉県","上里町",36.251607,139.144826,1.25,0.8,2775122,90.1,8.6,"-",96.5
"埼玉県","寄居町",36.118348,139.193012,1.21,0.83,2779043,79.2,3.9,31.5,98.8
"埼玉県","宮代町",36.022682,139.722885,1.29,0.63,3044903,91.9,6.3,6.5,94.3
"埼玉県","杉戸町",36.025765,139.736709,1.09,0.76,3095568,88.3,7.9,"-",95.8
"埼玉県","松伏町",35.925774,139.815178,1.11,0.64,2979217,84.6,6.3,17.3,97.4
"千葉県","千葉市",35.608932,140.124636,1.24,0.93,4007177,97.8,11.8,128.8,101.1
"千葉県","銚子市",35.734681,140.826641,0.99,0.62,2824171,92.7,12.2,115.3,99.1
"千葉県","市川市",35.721912,139.93101,1.24,1.09,3894886,90.8,1.7,"-",102.2
"千葉県","船橋市",35.694706,139.982618,1.24,0.96,3660414,94.7,1.9,24.3,100.2
"千葉県","館山市",34.996506,139.869965,1.43,0.57,2763528,95,5.7,29.9,99.2
"千葉県","木更津市",35.381227,139.92486,1.43,0.88,3351378,93.2,3.5,11.5,102.3
"千葉県","松戸市",35.787649,139.903093,1.22,0.9,3504496,93.7,1,2.4,101.1
